index_grid,intercept,log_assets,liabilities_assets,roa,net_margin,cash_assets,receivables_assets,inventory_assets,current_ratio,debt_assets,revenue_growth,assets_growth,gross_margin,working_capital_assets,asset_quality_proxy,receivables_revenue,debt_equity,loss_flag,dsri_proxy,gmi_proxy,sgi,lvgi,debt_assets_change,roa_change,gross_margin_change,receivables_growth,inventory_growth,debt_growth,total_accruals_assets_proxy
0.55,0.2799505,0.4508361,-0.36375648,0.36739323,0.43115523,-0.14565907,0.03359802,0.098303385,-0.20079213,-0.21430849,-0.024380662,-0.40621597,-0.13400073,0.34097442,0.03695487,-0.07815453,0.13669726,0.058182493,0.13569246,-0.04989108,-0.13771933,-0.37601426,0.07473958,-0.22382869,0.12790358,-0.21200337,0.032986984,-0.022346877,0.33633375
0.6,0.28143078,0.46396858,-0.37468007,0.37292713,0.44138226,-0.15461649,0.03152757,0.113250785,-0.21808788,-0.2240866,-0.03081407,-0.41448042,-0.12155098,0.34858492,0.044963006,-0.07639154,0.13277951,0.051608436,0.12820871,-0.052272953,-0.12921695,-0.38031304,0.082699,-0.21782163,0.12716939,-0.22628167,0.03000466,-0.019697817,0.34254226
0.65,0.28379586,0.47838765,-0.3864849,0.37931186,0.45244896,-0.16448463,0.02974062,0.12938346,-0.2370743,-0.23440301,-0.037543107,-0.4236305,-0.108114615,0.35692483,0.052995715,-0.07412116,0.12799695,0.044237934,0.12041458,-0.05470893,-0.120377444,-0.38517484,0.09141858,-0.21158212,0.12640493,-0.24141467,0.026507072,-0.016631458,0.3495481
0.7,0.28704643,0.4941031,-0.39918548,0.38657677,0.46437702,-0.17527482,0.028211048,0.14672509,-0.25773603,-0.24526791,-0.044617306,-0.43366846,-0.09364166,0.36600357,0.061071325,-0.07131444,0.12229406,0.03604154,0.11232089,-0.05723159,-0.11120792,-0.39061332,0.10089973,-0.20510255,0.12565064,-0.2574255,0.022469096,-0.013156791,0.35736805
0.75,0.2911832,0.51112443,-0.41279638,0.39475116,0.477188,-0.18699837,0.026912725,0.16529928,-0.2800577,-0.25669152,-0.052086182,-0.4445964,-0.078082226,0.3758304,0.06920812,-0.06794248,0.1156153,0.026989821,0.10393851,-0.059873514,-0.10171551,-0.39664227,0.1111438,-0.1983753,0.12494696,-0.27433717,0.017865634,-0.009282806,0.3660189
0.8,0.29620686,0.52946126,-0.42733207,0.4038643,0.4909035,-0.19966654,0.02581953,0.18512967,-0.30402395,-0.2686839,-0.059999246,-0.45641664,-0.06138638,0.38641468,0.07742443,-0.063976325,0.10790514,0.017053347,0.09527831,-0.06266728,-0.09190735,-0.4032754,0.12215219,-0.19139276,0.12433433,-0.29217294,0.012671564,-0.0050184927,0.37551728
0.85,0.3021181,0.5491234,-0.44280705,0.41394562,0.5055452,-0.21329065,0.024905331,0.20623988,-0.32961944,-0.28125536,-0.06840603,-0.46913123,-0.04350419,0.39776576,0.08573854,-0.05938707,0.09910808,0.0062026777,0.08635113,-0.06564548,-0.08179056,-0.41052637,0.13392624,-0.1841473,0.123853184,-0.31095576,0.0068617784,-0.00037285217,0.38588008
0.9,0.30891764,0.5701202,-0.45923588,0.4250244,0.52113456,-0.22788197,0.02414402,0.22865352,-0.35682872,-0.29441598,-0.07735603,-0.4827425,-0.024385732,0.40989298,0.09416876,-0.05414578,0.08916856,-0.005591616,0.077167824,-0.068840675,-0.07137228,-0.418409,0.14646737,-0.17663133,0.12354395,-0.3307088,0.00041117013,0.0046451255,0.397124
0.95,0.31660622,0.5924615,-0.47663304,0.4371299,0.5376933,-0.24345182,0.023509456,0.2523943,-0.3856365,-0.30817604,-0.0868988,-0.49725255,-0.0039810566,0.42280564,0.10273341,-0.048223518,0.078031056,-0.018358996,0.06773925,-0.07228547,-0.06065961,-0.42693698,0.15977699,-0.16883722,0.12344709,-0.35145518,-0.0067053847,0.010026464,0.40926576
1.0,0.32518452,0.616157,-0.49501315,0.45029157,0.5552431,-0.2600115,0.022975523,0.2774858,-0.41602743,-0.32254562,-0.09708384,-0.5126636,0.017759763,0.43651313,0.11145079,-0.041591354,0.06564002,-0.03212888,0.05807624,-0.07601243,-0.04965969,-0.436124,0.17385639,-0.16075735,0.123603016,-0.37321797,-0.014512997,0.015762163,0.42232215
1.05,0.33465317,0.6412161,-0.5143906,0.46453863,0.57380545,-0.27757224,0.022516085,0.30395162,-0.44798604,-0.33753496,-0.10796066,-0.5289778,0.04088661,0.45102468,0.12033919,-0.034220394,0.051939975,-0.046930686,0.048189715,-0.08005415,-0.038379654,-0.44598386,0.18870701,-0.15238412,0.124052174,-0.39602026,-0.02303676,0.021843214,0.43630987
1.1,0.345013,0.66764855,-0.53477997,0.4799005,0.593402,-0.29614547,0.022105042,0.3318155,-0.48149714,-0.35315424,-0.11957881,-0.5461976,0.06544952,0.46634978,0.12941696,-0.026081651,0.03687531,-0.06279392,0.038090423,-0.084443204,-0.026826577,-0.45653024,0.20433025,-0.1437099,0.124835,-0.41988528,-0.032301825,0.028260669,0.45124575
1.15,0.35626465,0.695464,-0.55619574,0.49640644,0.6140543,-0.3157424,0.02171626,0.36110094,-0.5165452,-0.36941358,-0.13198775,-0.5643249,0.09149831,0.48249766,0.13870236,-0.017146248,0.020390555,-0.07974793,0.02778931,-0.08921217,-0.0150076505,-0.4677769,0.22072741,-0.13472708,0.12599191,-0.44483596,-0.042333268,0.035005502,0.46714655
1.2,0.3684088,0.7246721,-0.5786525,0.51408577,0.6357841,-0.3363743,0.021323591,0.3918317,-0.55311495,-0.38632327,-0.14523709,-0.583362,0.11908297,0.49947765,0.14821374,-0.007385228,0.0024301708,-0.09782222,0.017297186,-0.09439365,-0.0029299483,-0.47973758,0.23789996,-0.12542802,0.12756339,-0.47089547,-0.05315622,0.042068727,0.4840289
1.25,0.38144618,0.7552823,-0.6021647,0.53296787,0.65861285,-0.35805252,0.020900942,0.4240313,-0.59119093,-0.40389335,-0.15937625,-0.603311,0.1482534,0.5172991,0.15796936,0.0032303056,-0.017061379,-0.11704616,0.0066249305,-0.10002019,0.009399362,-0.49242592,0.25584924,-0.115805164,0.12958983,-0.49808693,-0.06479577,0.049441364,0.5019096
1.3,0.39537752,0.7873044,-0.6267469,0.5530819,0.68256223,-0.3807883,0.020422155,0.45772338,-0.6307578,-0.42213407,-0.1744548,-0.6241743,0.1790595,0.53597146,0.16798756,0.014729308,-0.03813961,-0.13744923,-0.0042166077,-0.10612441,0.021973163,-0.5058557,0.27457654,-0.10585086,0.13211168,-0.5264334,-0.07727704,0.057114396,0.5208055
1.35,0.41020352,0.8207481,-0.6524136,0.5744575,0.70765394,-0.40459302,0.019861145,0.49293175,-0.67180043,-0.4410557,-0.19052228,-0.64595395,0.21155137,0.5555039,0.17828664,0.027140731,-0.06086013,-0.15906093,-0.015216621,-0.11273886,0.034784395,-0.52004075,0.29408348,-0.09555746,0.13516939,-0.5559581,-0.0906252,0.06507888,0.5407333
1.4,0.4259248,0.85562277,-0.6791793,0.59712374,0.7339094,-0.42947787,0.019191753,0.5296798,-0.7143031,-0.46066824,-0.20762816,-0.66865224,0.2457787,0.5759058,0.1888849,0.04049343,-0.085278325,-0.18191054,-0.026364176,-0.11989614,0.047825832,-0.53499454,0.31437114,-0.08491743,0.13880338,-0.586684,-0.10486525,0.07332577,0.56170964
1.45,0.4425422,0.8919383,-0.7070586,0.6211101,0.7613505,-0.45545426,0.018387882,0.5679914,-0.7582508,-0.48098204,-0.22582202,-0.6922713,0.28179163,0.5971866,0.19980067,0.05481642,-0.1114499,-0.20602767,-0.037648495,-0.12762883,0.061090443,-0.55073106,0.33544117,-0.073923066,0.1430541,-0.61863434,-0.12002242,0.08184612,0.58375144
1.5,0.46005628,0.9297042,-0.73606586,0.6464457,0.7899985,-0.4825334,0.017423393,0.6078899,-0.8036277,-0.5020071,-0.24515328,-0.71681327,0.3196399,0.61935556,0.21105221,0.07013854,-0.1394302,-0.2314416,-0.04905865,-0.1359695,0.07457102,-0.56726396,0.35729474,-0.062566824,0.14796196,-0.651832,-0.13612172,0.09063089,0.6068753
1.55,0.47846785,0.96893007,-0.7662158,0.67316,0.8198752,-0.5107266,0.01627219,0.6493991,-0.85041887,-0.52375376,-0.26567155,-0.7422804,0.3593735,0.64242184,0.22265784,0.08648878,-0.16927487,-0.25818184,-0.060583834,-0.14495075,0.08826049,-0.5846069,0.37993333,-0.050841052,0.15356743,-0.6863003,-0.1531883,0.09967114,0.63109803
1.6,0.4977776,1.0096257,-0.79752284,0.7012824,0.8510023,-0.5400452,0.014908076,0.69254273,-0.8986088,-0.54623216,-0.28742632,-0.768675,0.40104252,0.6663952,0.23463595,0.10389608,-0.20103948,-0.2862779,-0.07221322,-0.15460515,0.10215173,-0.60277367,0.40335834,-0.03873813,0.15991093,-0.7220623,-0.17124735,0.10895787,0.6564365
1.65,0.5179861,1.0518004,-0.83000135,0.73084205,0.88340116,-0.5705004,0.013304987,0.73734415,-0.9481819,-0.5694524,-0.3104671,-0.79599905,0.44469664,0.69128454,0.24700472,0.12238928,-0.2347794,-0.31575903,-0.08393588,-0.16496527,0.11623755,-0.62177795,0.42757106,-0.02625049,0.16703291,-0.7591409,-0.19032383,0.11848203,0.6829073
1.7,0.5390943,1.0954642,-0.8636661,0.7618685,0.91709363,-0.6021037,0.011436794,0.7838273,-0.9991232,-0.59342486,-0.33484346,-0.824255,0.49038604,0.7170994,0.25978258,0.14199743,-0.27055037,-0.3466549,-0.09574101,-0.17606373,0.13051094,-0.64163357,0.45257297,-0.013370444,0.17497379,-0.7975596,-0.21044299,0.12823471,0.7105273
1.75,0.56110275,1.1406264,-0.89853156,0.7943908,0.95210123,-0.6348661,0.009277362,0.8320156,-1.0514172,-0.6181594,-0.36060485,-0.85344476,0.53816044,0.74384916,0.2729877,0.16274935,-0.30840772,-0.37899476,-0.10761774,-0.18793307,0.14496467,-0.6623541,0.4783654,-9.042966e-05,0.18377404,-0.8373411,-0.23162988,0.13820687,0.73931307
1.8,0.5840121,1.1872969,-0.93461204,0.82843846,0.98844546,-0.6687991,0.006800565,0.8819327,-1.1050483,-0.64366645,-0.38780078,-0.8835707,0.5880698,0.77154297,0.28663847,0.184674,-0.34840706,-0.41280806,-0.1195552,-0.20060588,0.15959163,-0.68395334,0.5049497,0.013597175,0.19347401,-0.8785087,-0.25390956,0.14838952,0.7692815
1.85,0.6078232,1.2354852,-0.9719224,0.8640409,1.0261482,-0.7039141,0.0039802818,0.9336025,-1.1600014,-0.66995615,-0.4164809,-0.9146351,0.64016426,0.80019045,0.30075324,0.20780042,-0.39060408,-0.44812444,-0.1315426,-0.2141148,0.17438479,-0.70644516,0.53232735,0.02770003,0.20411427,-0.92108566,-0.2773073,0.15877372,0.80044943
1.9,0.63253665,1.285201,-1.0104768,0.9012271,1.0652307,-0.74022204,0.0007903851,0.9870482,-1.216261,-0.6970386,-0.44669455,-0.9466399,0.6944934,0.82980067,0.3153502,0.23215733,-0.435054,-0.48497304,-0.14356901,-0.2284923,0.1893369,-0.7298431,0.5604996,0.04222566,0.21573512,-0.9650947,-0.30184805,0.16935042,0.8328334
1.95,0.65815324,1.3364537,-1.05029,0.9400268,1.105715,-0.7777346,-0.0027952492,1.0422938,-1.273812,-0.7249241,-0.4784914,-0.9795876,0.7511075,0.86038315,0.3304478,0.25777388,-0.48181266,-0.52338356,-0.15562364,-0.24377108,0.20444095,-0.75416094,0.58946794,0.057181783,0.2283771,-1.0105593,-0.32755706,0.18011066,0.86645037
2.0,0.68467355,1.389253,-1.0913764,0.980469,1.1476223,-0.81646276,-0.0068027377,1.0993626,-1.3326386,-0.75362265,-0.51192087,-1.0134801,0.81005627,0.89194703,0.3460642,0.28467876,-0.5309353,-0.56338525,-0.16769552,-0.25998363,0.21968968,-0.7794124,0.61923367,0.072575934,0.24208058,-1.0575023,-0.3544593,0.19104539,0.90131694
2.05,0.71209836,1.4436089,-1.1337506,1.0225831,1.1909744,-0.85641795,-0.011258212,1.1582785,-1.3927258,-0.7831446,-0.5470325,-1.0483197,0.8713897,0.92450184,0.36221775,0.31290108,-0.5824776,-0.6050076,-0.17977394,-0.27716255,0.23507607,-0.8056112,0.64979815,0.08841576,0.25688604,-1.1059468,-0.38257992,0.2021457,0.9374499
2.1,0.7404283,1.4995304,-1.1774269,1.0663985,1.2357928,-0.8976114,-0.016187826,1.219065,-1.4540579,-0.8135,-0.5838758,-1.0841086,0.93515754,0.9580567,0.37892684,0.34246966,-0.63649505,-0.64827996,-0.19184797,-0.29534045,0.25059295,-0.83277106,0.68116283,0.10470886,0.27283388,-1.155916,-0.41194403,0.21340254,0.974866
2.15,0.7696644,1.5570279,-1.2224205,1.1119447,1.2820995,-0.94005483,-0.021617616,1.2817461,-1.5166202,-0.84469926,-0.6225005,-1.1208494,1.0014104,0.99262136,0.39620975,0.37341368,-0.69304353,-0.69323224,-0.20390683,-0.31454998,0.26623327,-0.86090595,0.7133293,0.12146296,0.28996462,-1.2074333,-0.442577,0.22480702,1.0135821
2.2,0.79980683,1.6161104,-1.2687451,1.1592507,1.3299156,-0.9837589,-0.027573816,1.3463447,-1.5803965,-0.8767523,-0.6629557,-1.1585436,1.0701973,1.0282047,0.4140847,0.4057617,-0.75217795,-0.73989314,-0.21593952,-0.33482358,0.28198978,-0.8900292,0.7462985,0.1386855,0.3083186,-1.2605213,-0.47450355,0.23635001,1.0536149
2.25,0.8308567,1.6767879,-1.3164153,1.2083459,1.3792629,-1.0287352,-0.034082465,1.4128851,-1.6453718,-0.90966934,-0.70529115,-1.1971937,1.1415685,1.0648162,0.43257004,0.4395428,-0.8139542,-0.7882926,-0.22793528,-0.35619387,0.29785544,-0.9201547,0.78007203,0.15638417,0.3279362,-1.3152033,-0.5077489,0.24802257,1.0949808
2.3,0.86281455,1.7390697,-1.3654462,1.2592597,1.4301629,-1.074995,-0.041169703,1.4813905,-1.7115308,-0.94346064,-0.7495565,-1.2368021,1.2155743,1.1024653,0.45168412,0.47478595,-0.8784277,-0.83845985,-0.23988327,-0.37869346,0.3138231,-0.95129627,0.8146513,0.17456661,0.34885806,-1.3715025,-0.5423383,0.25981575,1.1376971
2.35,0.8956811,1.8029655,-1.4158517,1.3120214,1.4826375,-1.1225497,-0.048861727,1.5518848,-1.7788578,-0.9781363,-0.795801,-1.2773706,1.292264,1.1411612,0.47144514,0.51152,-0.94565403,-0.8904244,-0.25177258,-0.40235496,0.32988563,-0.9834675,0.8500375,0.19324039,0.37112442,-1.4294417,-0.5782968,0.27172053,1.1817802
2.4,0.9294571,1.8684856,-1.467647,1.3666604,1.5367084,-1.1714106,-0.057184607,1.6243917,-1.8473382,-1.0137068,-0.84407455,-1.3189018,1.3716884,1.1809133,0.49187163,0.54977417,-1.015689,-0.94421583,-0.26359245,-0.42721096,0.346036,-1.0166824,0.8862325,0.21241325,0.39477593,-1.4890445,-0.6156496,0.2837279,1.2272471
2.45,0.9641433,1.9356384,-1.5208458,1.4232059,1.5923966,-1.2215887,-0.06616442,1.6989343,-1.9169558,-1.0501819,-0.89442617,-1.3613975,1.4538964,1.2217311,0.51298165,0.5895769,-1.0885875,-0.9998633,-0.27533194,-0.45329392,0.3622669,-1.0509543,0.923237,0.2320926,0.41985276,-1.5503336,-0.6544215,0.2958289,1.2741144
2.5,0.9997402,2.0044346,-1.5754633,1.4816873,1.6497241,-1.2730955,-0.07582737,1.7755369,-1.9876957,-1.087572,-0.94690573,-1.4048604,1.5389386,1.2636236,0.5347936,0.6309575,-1.1644056,-1.0573964,-0.2869802,-0.4806365,0.37857133,-1.0862972,0.9610529,0.2522862,0.44639555,-1.6133324,-0.6946379,0.30801454,1.3223987
2.55,1.0362486,2.0748832,-1.6315136,1.5421338,1.7087126,-1.3259423,-0.08619951,1.8542227,-2.0595424,-1.125887,-1.0015626,-1.4492921,1.6268646,1.3066003,0.5573258,0.6739446,-1.2431985,-1.1168444,-0.29852644,-0.50927126,0.39494213,-1.1227245,0.9996813,0.27300158,0.47444457,-1.6780635,-0.7363238,0.32027578,1.3721169
2.6,1.0736693,2.146994,-1.6890112,1.6045749,1.7693834,-1.3801404,-0.09730706,1.9350154,-2.1324804,-1.1651375,-1.0584464,-1.4946951,1.7177246,1.3506705,0.58059657,0.7185674,-1.3250221,-1.1782371,-0.30995965,-0.5392309,0.41137215,-1.1602504,1.0391238,0.29424646,0.5040405,-1.7445505,-0.77950436,0.33260366,1.423286
2.65,1.1120031,2.2207773,-1.7479713,1.6690402,1.8317587,-1.4357014,-0.10917606,2.0179393,-2.206495,-1.2053337,-1.1176068,-1.5410718,1.8115689,1.3958439,0.6046243,0.7648549,-1.4099319,-1.2416039,-0.32126924,-0.57054794,0.42785448,-1.1988885,1.0793817,0.31602848,0.5352236,-1.8128166,-0.82420486,0.3449893,1.4759226
2.7,1.1512504,2.2962418,-1.8084077,1.7355584,1.8958595,-1.492636,-0.121832676,2.1030169,-2.28157,-1.2464854,-1.179093,-1.5884242,1.9084464,1.4421294,0.6294271,0.8128357,-1.4979831,-1.3069737,-0.33244413,-0.6032549,0.44438168,-1.2386523,1.1204562,0.33835506,0.56803435,-1.8828844,-0.87045014,0.35742345,1.5300431
2.75,1.191412,2.373397,-1.8703349,1.8041589,1.9617076,-1.5509557,-0.13530296,2.1902723,-2.35769,-1.2886027,-1.2429544,-1.6367542,2.0084076,1.4895362,0.6550233,0.86253875,-1.589231,-1.3743762,-0.34347355,-0.6373843,0.46094677,-1.2795556,1.1623489,0.36123392,0.6025131,-1.9547771,-0.9182652,0.36989737,1.5856646
2.8,1.2324886,2.4522533,-1.9337677,1.8748714,2.0293245,-1.6106719,-0.14961317,2.2797294,-2.4348404,-1.3316963,-1.3092409,-1.6860644,2.1115024,1.538074,0.68143135,0.91399324,-1.6837318,-1.4438411,-0.35434657,-0.67296886,0.47754255,-1.3216121,1.2050608,0.3846727,0.6387004,-2.0285182,-0.9676755,0.3824019,1.6428037
2.85,1.274481,2.5328202,-1.9987205,1.947725,2.098732,-1.6717957,-0.16478927,2.3714113,-2.5130053,-1.3757762,-1.3780018,-1.7363569,2.2177806,1.587752,0.70866936,0.9672278,-1.7815405,-1.5153975,-0.36505246,-0.710041,0.49416202,-1.3648357,1.2485939,0.40867898,0.6766365,-2.1041303,-1.018706,0.39492816,1.7014773
2.9,1.3173902,2.6151073,-2.0652084,2.0227494,2.169952,-1.7343392,-0.18085767,2.4653428,-2.5921698,-1.4208524,-1.4492872,-1.787634,2.327293,1.6385798,0.736756,1.022272,-1.8827137,-1.5890756,-0.37558034,-0.74863374,0.5107981,-1.4092402,1.2929494,0.43326056,0.7163624,-2.1816373,-1.071382,0.40746716,1.7617023
2.95,1.3612162,2.6991236,-2.133245,2.0999734,2.2430053,-1.7983125,-0.19784415,2.561546,-2.672318,-1.466935,-1.5231456,-1.8398975,2.440088,1.6905663,0.7657092,1.0791538,-1.9873053,-1.6649036,-0.38591927,-0.7887791,0.52744347,-1.4548391,1.3381282,0.45842472,0.75791776,-2.2610612,-1.1257281,0.42000982,1.823495
3.0,1.4059601,2.7848794,-2.202845,2.1794264,2.317914,-1.8637276,-0.21577494,2.6600454,-2.7534344,-1.5140345,-1.599627,-1.89315,2.5562165,1.743721,0.7955474,1.1379027,-2.0953717,-1.7429118,-0.39605847,-0.8305099,0.54409105,-1.501646,1.3841321,0.48417926,0.8013434,-2.3424258,-1.1817698,0.43254712,1.8868723
